label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5]
155520.bg1	[0,0,0,-1512,-21984]	7 5 1
155520.bh1	[0,0,0,-3402,74196]	7 5 1
155520.bi1	[0,0,0,108,11376]	7 5 1
155520.bj1	[0,0,0,243,-38394]	7 5 1
155520.bk1	[0,0,0,243,-2106]	7 5 1
155520.bl1	[0,0,0,108,624]	7 5 1
155520.bm1	[0,0,0,-1092852,439734096]	7 5 1
155520.bn1	[0,0,0,-30357,-2035806]	7 5 1
155520.bo1	[0,0,0,108,144]	7 5 1
155520.bp1	[0,0,0,243,-486]	7 5 1
155520.bq1	[0,0,0,-10152,393696]	7 5 1
155520.br1	[0,0,0,-22842,-1328724]	7 5 1
155520.bs1	[0,0,0,-162,-684]	7 5 1
155520.bt1	[0,0,0,-5832,147744]	7 5 1
155520.bu1	[0,0,0,-162,324]	7 5 1
155520.bv1	[0,0,0,-72,-96]	7 5 1
155520.bw1	[0,0,0,-162,-324]	7 5 1
155520.bx1	[0,0,0,-72,96]	7 5 1
155520.by1	[0,0,0,-162,684]	7 5 1
155520.bz1	[0,0,0,-5832,-147744]	7 5 1
155520.ca1	[0,0,0,-10152,-393696]	7 5 1
155520.cb1	[0,0,0,-22842,1328724]	7 5 1
155520.cc1	[0,0,0,108,-144]	7 5 1
155520.cd1	[0,0,0,243,486]	7 5 1
155520.ce1	[0,0,0,-1092852,-439734096]	7 5 1
155520.cf1	[0,0,0,-30357,2035806]	7 5 1
155520.cg1	[0,0,0,243,2106]	7 5 1
155520.ch1	[0,0,0,108,-624]	7 5 1
155520.ci1	[0,0,0,108,-11376]	7 5 1
155520.cj1	[0,0,0,243,38394]	7 5 1
155520.ck1	[0,0,0,-1512,21984]	7 5 1
155520.cl1	[0,0,0,-3402,-74196]	7 5 1
172800.a1	[0,0,0,-103800,12872000]	8 3 2
172800.b1	[0,0,0,-233550,-43443000]	8 3 2
172800.c1	[0,0,0,-934200,-347544000]	8 3 2
172800.d1	[0,0,0,-25950,1609000]	8 3 2
172800.e1	[0,0,0,-5400,-216000]	8 3 2
172800.f1	[0,0,0,-3450,78000]	8 3 2
172800.g1	[0,0,0,-124200,-16848000]	8 3 2
172800.h1	[0,0,0,-150,1000]	8 3 2
172800.i1	[0,0,0,-600,8000]	8 3 2
172800.j1	[0,0,0,-31050,-2106000]	8 3 2
172800.k1	[0,0,0,-13800,624000]	8 3 2
172800.l1	[0,0,0,-1350,-27000]	8 3 2
172800.m1	[0,0,0,-320896200,-2212559584000]	8 3 2
172800.n1	[0,0,0,-722016450,7467388596000]	8 3 2
172800.o1	[0,0,0,-4050,108000]	8 3 2
172800.p1	[0,0,0,-1800,-32000]	8 3 2
172800.q1	[0,0,0,7800,-4736000]	8 3 2
172800.r1	[0,0,0,-6750,675000]	8 3 2
172800.s1	[0,0,0,-1080,-43200]	8 3 2
172800.t1	[0,0,0,-30,200]	8 3 2
172800.u1	[0,0,0,-3000,-200000]	8 3 2
172800.v1	[0,0,0,17550,15984000]	8 3 2
172800.w1	[0,0,0,70200,127872000]	8 3 2
172800.x1	[0,0,0,-120,1600]	8 3 2
172800.y1	[0,0,0,-750,-25000]	8 3 2
172800.z1	[0,0,0,-27000,5400000]	8 3 2
172800.ba1	[0,0,0,-270,-5400]	8 3 2
172800.bb1	[0,0,0,1950,-592000]	8 3 2
172800.bc1	[0,0,0,-450,-4000]	8 3 2
172800.bd1	[0,0,0,-16200,864000]	8 3 2
172800.be1	[0,0,0,-2888065800,59739108768000]	8 3 2
172800.bf1	[0,0,0,-80224050,-276569948000]	8 3 2
172800.bg1	[0,0,0,600,-16000]	8 3 2
172800.bh1	[0,0,0,1350,54000]	8 3 2
172800.bi1	[0,0,0,5400,432000]	8 3 2
172800.bj1	[0,0,0,150,-2000]	8 3 2
172800.bk1	[0,0,0,1800,-56000]	8 3 2
172800.bl1	[0,0,0,16200,-1512000]	8 3 2
172800.bm1	[0,0,0,450,7000]	8 3 2
172800.bn1	[0,0,0,4050,189000]	8 3 2
172800.bo1	[0,0,0,1800,56000]	8 3 2
172800.bp1	[0,0,0,16200,1512000]	8 3 2
172800.bq1	[0,0,0,450,-7000]	8 3 2
172800.br1	[0,0,0,4050,-189000]	8 3 2
172800.bs1	[0,0,0,5400,-432000]	8 3 2
172800.bt1	[0,0,0,150,2000]	8 3 2
172800.bu1	[0,0,0,600,16000]	8 3 2
172800.bv1	[0,0,0,1350,-54000]	8 3 2
172800.bw1	[0,0,0,-2888065800,-59739108768000]	8 3 2
172800.bx1	[0,0,0,-80224050,276569948000]	8 3 2
172800.by1	[0,0,0,-450,4000]	8 3 2
172800.bz1	[0,0,0,-16200,-864000]	8 3 2
172800.ca1	[0,0,0,70200,-127872000]	8 3 2
172800.cb1	[0,0,0,-120,-1600]	8 3 2
172800.cc1	[0,0,0,-750,25000]	8 3 2
172800.cd1	[0,0,0,-27000,-5400000]	8 3 2
172800.ce1	[0,0,0,-270,5400]	8 3 2
172800.cf1	[0,0,0,1950,592000]	8 3 2
172800.cg1	[0,0,0,7800,4736000]	8 3 2
172800.ch1	[0,0,0,-6750,-675000]	8 3 2
172800.ci1	[0,0,0,-1080,43200]	8 3 2
172800.cj1	[0,0,0,-30,-200]	8 3 2
172800.ck1	[0,0,0,-3000,200000]	8 3 2
172800.cl1	[0,0,0,17550,-15984000]	8 3 2
172800.cm1	[0,0,0,-4050,-108000]	8 3 2
172800.cn1	[0,0,0,-1800,32000]	8 3 2
172800.co1	[0,0,0,-320896200,2212559584000]	8 3 2
172800.cp1	[0,0,0,-722016450,-7467388596000]	8 3 2
172800.cq1	[0,0,0,-600,-8000]	8 3 2
172800.cr1	[0,0,0,-31050,2106000]	8 3 2
172800.cs1	[0,0,0,-13800,-624000]	8 3 2
172800.ct1	[0,0,0,-1350,27000]	8 3 2
172800.cu1	[0,0,0,-5400,216000]	8 3 2
172800.cv1	[0,0,0,-3450,-78000]	8 3 2
172800.cw1	[0,0,0,-124200,16848000]	8 3 2
172800.cx1	[0,0,0,-150,-1000]	8 3 2
172800.cy1	[0,0,0,-934200,347544000]	8 3 2
172800.cz1	[0,0,0,-25950,-1609000]	8 3 2
172800.da1	[0,0,0,-103800,-12872000]	8 3 2
172800.db1	[0,0,0,-233550,43443000]	8 3 2
194400.a1	[0,0,0,-56700,5184000]	5 5 2
194400.b1	[0,0,0,-6300,-192000]	5 5 2
194400.c1	[0,0,0,-135675,-19235250]	5 5 2
194400.d1	[0,0,0,-1221075,519351750]	5 5 2
194400.e1	[0,0,0,16200,162000]	5 5 2
194400.f1	[0,0,0,-24300,-972000]	5 5 2
194400.g1	[0,0,0,-1125,15000]	5 5 2
194400.h1	[0,0,0,-405,3240]	5 5 2
194400.i1	[0,0,0,-26325,-1644000]	5 5 2
194400.j1	[0,0,0,-704700,182736000]	5 5 2
194400.k1	[0,0,0,-3240,71280]	5 5 2
194400.l1	[0,0,0,-360,-2640]	5 5 2
194400.m1	[0,0,0,-7425,529500]	5 5 2
194400.n1	[0,0,0,-66825,-14296500]	5 5 2
194400.o1	[0,0,0,-9000,330000]	5 5 2
194400.p1	[0,0,0,-81000,-8910000]	5 5 2
194400.q1	[0,0,0,-78300,-6768000]	5 5 2
194400.r1	[0,0,0,-10125,-405000]	5 5 2
194400.s1	[0,0,0,-45,-120]	5 5 2
194400.t1	[0,0,0,-236925,44388000]	5 5 2
194400.u1	[0,0,0,-2700,36000]	5 5 2
194400.v1	[0,0,0,1800,-6000]	5 5 2
194400.w1	[0,0,0,-675,-2250]	5 5 2
194400.x1	[0,0,0,405,4050]	5 5 2
194400.y1	[0,0,0,-1609875,786206250]	5 5 2
194400.z1	[0,0,0,-7155,232950]	5 5 2
194400.ba1	[0,0,0,56207925,-190427172750]	5 5 2
194400.bb1	[0,0,0,1125,18750]	5 5 2
194400.bc1	[0,0,0,-675,8250]	5 5 2
194400.bd1	[0,0,0,-6075,-222750]	5 5 2
194400.be1	[0,0,0,45,-150]	5 5 2
194400.bf1	[0,0,0,-178875,-29118750]	5 5 2
194400.bg1	[0,0,0,-64395,-6289650]	5 5 2
194400.bh1	[0,0,0,10125,-506250]	5 5 2
194400.bi1	[0,0,0,6245325,7052858250]	5 5 2
194400.bj1	[0,0,0,-6075,60750]	5 5 2
194400.bk1	[0,0,0,-9720,-369360]	5 5 2
194400.bl1	[0,0,0,675,-9000]	5 5 2
194400.bm1	[0,0,0,-27000,-1710000]	5 5 2
194400.bn1	[0,0,0,-225,1500]	5 5 2
194400.bo1	[0,0,0,-4860,129600]	5 5 2
194400.bp1	[0,0,0,-13500,600000]	5 5 2
194400.bq1	[0,0,0,-16200,810000]	5 5 2
194400.br1	[0,0,0,-1800,-30000]	5 5 2
194400.bs1	[0,0,0,-540,-4800]	5 5 2
194400.bt1	[0,0,0,-121500,-16200000]	5 5 2
194400.bu1	[0,0,0,-2025,-40500]	5 5 2
194400.bv1	[0,0,0,6075,243000]	5 5 2
194400.bw1	[0,0,0,-1080,13680]	5 5 2
194400.bx1	[0,0,0,-243000,46170000]	5 5 2
194400.by1	[0,0,0,-16200,-1134000]	5 5 2
194400.bz1	[0,0,0,-1800,-42000]	5 5 2
194400.ca1	[0,0,0,-675,15750]	5 5 2
194400.cb1	[0,0,0,-6075,425250]	5 5 2
194400.cc1	[0,0,0,-1944307800,32998609602000]	5 5 2
194400.cd1	[0,0,0,-216034200,1222170726000]	5 5 2
194400.ce1	[0,0,0,-1944307800,-32998609602000]	5 5 2
194400.cf1	[0,0,0,-216034200,-1222170726000]	5 5 2
194400.cg1	[0,0,0,-675,-15750]	5 5 2
194400.ch1	[0,0,0,-6075,-425250]	5 5 2
194400.ci1	[0,0,0,-16200,1134000]	5 5 2
194400.cj1	[0,0,0,-1800,42000]	5 5 2
194400.ck1	[0,0,0,6075,-243000]	5 5 2
194400.cl1	[0,0,0,-1080,-13680]	5 5 2
194400.cm1	[0,0,0,-243000,-46170000]	5 5 2
194400.cn1	[0,0,0,-2025,40500]	5 5 2
194400.co1	[0,0,0,-540,4800]	5 5 2
194400.cp1	[0,0,0,-121500,16200000]	5 5 2
194400.cq1	[0,0,0,-1800,30000]	5 5 2
194400.cr1	[0,0,0,-16200,-810000]	5 5 2
194400.cs1	[0,0,0,-4860,-129600]	5 5 2
194400.ct1	[0,0,0,-13500,-600000]	5 5 2
194400.cu1	[0,0,0,-225,-1500]	5 5 2
194400.cv1	[0,0,0,-9720,369360]	5 5 2
194400.cw1	[0,0,0,675,9000]	5 5 2
194400.cx1	[0,0,0,-27000,1710000]	5 5 2
194400.cy1	[0,0,0,-6075,-60750]	5 5 2
194400.cz1	[0,0,0,45,150]	5 5 2
194400.da1	[0,0,0,-178875,29118750]	5 5 2
194400.db1	[0,0,0,-64395,6289650]	5 5 2
194400.dc1	[0,0,0,10125,506250]	5 5 2
194400.dd1	[0,0,0,6245325,-7052858250]	5 5 2
194400.de1	[0,0,0,-675,-8250]	5 5 2
194400.df1	[0,0,0,-6075,222750]	5 5 2
194400.dg1	[0,0,0,405,-4050]	5 5 2
194400.dh1	[0,0,0,-1609875,-786206250]	5 5 2
194400.di1	[0,0,0,-7155,-232950]	5 5 2
194400.dj1	[0,0,0,56207925,190427172750]	5 5 2
194400.dk1	[0,0,0,1125,-18750]	5 5 2
194400.dl1	[0,0,0,-675,2250]	5 5 2
194400.dm1	[0,0,0,1800,6000]	5 5 2
194400.dn1	[0,0,0,-2700,-36000]	5 5 2
194400.do1	[0,0,0,-10125,405000]	5 5 2
194400.dp1	[0,0,0,-45,120]	5 5 2
194400.dq1	[0,0,0,-236925,-44388000]	5 5 2
194400.dr1	[0,0,0,-78300,6768000]	5 5 2
194400.ds1	[0,0,0,-3240,-71280]	5 5 2
194400.dt1	[0,0,0,-360,2640]	5 5 2
194400.du1	[0,0,0,-7425,-529500]	5 5 2
194400.dv1	[0,0,0,-66825,14296500]	5 5 2
194400.dw1	[0,0,0,-9000,-330000]	5 5 2
194400.dx1	[0,0,0,-81000,8910000]	5 5 2
194400.dy1	[0,0,0,-704700,-182736000]	5 5 2
194400.dz1	[0,0,0,-1125,-15000]	5 5 2
194400.ea1	[0,0,0,-405,-3240]	5 5 2
194400.eb1	[0,0,0,-26325,1644000]	5 5 2
194400.ec1	[0,0,0,-24300,972000]	5 5 2
194400.ed1	[0,0,0,16200,-162000]	5 5 2
194400.ee1	[0,0,0,-1221075,-519351750]	5 5 2
194400.ef1	[0,0,0,-135675,19235250]	5 5 2
194400.eg1	[0,0,0,-6300,192000]	5 5 2
194400.eh1	[0,0,0,-56700,-5184000]	5 5 2
259200.a1	[0,0,0,-13125,-578750]	7 4 2
259200.b1	[0,0,0,-2100,37040]	7 4 2
259200.c1	[0,0,0,-4725,-125010]	7 4 2
259200.d1	[0,0,0,-472500,125010000]	7 4 2
259200.e1	[0,0,0,-18900,-1000080]	7 4 2
259200.f1	[0,0,0,-118125,15626250]	7 4 2
259200.g1	[0,0,0,-52500,-4630000]	7 4 2
259200.h1	[0,0,0,-525,4630]	7 4 2
259200.i1	[0,0,0,-4050,121500]	7 4 2
259200.j1	[0,0,0,-1800,-36000]	7 4 2
259200.k1	[0,0,0,-450,-4500]	7 4 2
259200.l1	[0,0,0,-16200,972000]	7 4 2
259200.m1	[0,0,0,-40500,2430000]	7 4 2
259200.n1	[0,0,0,-405,-2430]	7 4 2
259200.o1	[0,0,0,135,1350]	7 4 2
259200.p1	[0,0,0,-3825,-137250]	7 4 2
259200.q1	[0,0,0,13500,-1350000]	7 4 2
259200.r1	[0,0,0,375,6250]	7 4 2
259200.s1	[0,0,0,-137700,29646000]	7 4 2
259200.t1	[0,0,0,60,-400]	7 4 2
259200.u1	[0,0,0,-180,720]	7 4 2
259200.v1	[0,0,0,-1125,-11250]	7 4 2
259200.w1	[0,0,0,1800,36000]	7 4 2
259200.x1	[0,0,0,4050,-121500]	7 4 2
259200.y1	[0,0,0,16200,-972000]	7 4 2
259200.z1	[0,0,0,450,4500]	7 4 2
259200.ba1	[0,0,0,-45,90]	7 4 2
259200.bb1	[0,0,0,-4500,-90000]	7 4 2
259200.bc1	[0,0,0,1500,50000]	7 4 2
259200.bd1	[0,0,0,-34425,3705750]	7 4 2
259200.be1	[0,0,0,15,-50]	7 4 2
259200.bf1	[0,0,0,540,10800]	7 4 2
259200.bg1	[0,0,0,-15300,-1098000]	7 4 2
259200.bh1	[0,0,0,3375,-168750]	7 4 2
259200.bi1	[0,0,0,-10125,303750]	7 4 2
259200.bj1	[0,0,0,-1620,-19440]	7 4 2
259200.bk1	[0,0,0,-225,-2250]	7 4 2
259200.bl1	[0,0,0,-8100,486000]	7 4 2
259200.bm1	[0,0,0,600,-4000]	7 4 2
259200.bn1	[0,0,0,-247050,47263500]	7 4 2
259200.bo1	[0,0,0,-109800,-14004000]	7 4 2
259200.bp1	[0,0,0,1350,13500]	7 4 2
259200.bq1	[0,0,0,135,270]	7 4 2
259200.br1	[0,0,0,13500,-270000]	7 4 2
259200.bs1	[0,0,0,375,1250]	7 4 2
259200.bt1	[0,0,0,60,-80]	7 4 2
259200.bu1	[0,0,0,-1425,25750]	7 4 2
259200.bv1	[0,0,0,-51300,-5562000]	7 4 2
259200.bw1	[0,0,0,-12825,-695250]	7 4 2
259200.bx1	[0,0,0,-5700,206000]	7 4 2
259200.by1	[0,0,0,1500,10000]	7 4 2
259200.bz1	[0,0,0,15,-10]	7 4 2
259200.ca1	[0,0,0,540,2160]	7 4 2
259200.cb1	[0,0,0,3375,-33750]	7 4 2
259200.cc1	[0,0,0,5400,108000]	7 4 2
259200.cd1	[0,0,0,-27450,-1750500]	7 4 2
259200.ce1	[0,0,0,-988200,378108000]	7 4 2
259200.cf1	[0,0,0,150,-500]	7 4 2
259200.cg1	[0,0,0,-2025,60750]	7 4 2
259200.ch1	[0,0,0,-900,-18000]	7 4 2
259200.ci1	[0,0,0,-3000,-100000]	7 4 2
259200.cj1	[0,0,0,-1080,-21600]	7 4 2
259200.ck1	[0,0,0,-30,100]	7 4 2
259200.cl1	[0,0,0,-6750,337500]	7 4 2
259200.cm1	[0,0,0,-22950,-1363500]	7 4 2
259200.cn1	[0,0,0,-12825,-560250]	7 4 2
259200.co1	[0,0,0,-5700,166000]	7 4 2
259200.cp1	[0,0,0,-10200,404000]	7 4 2
259200.cq1	[0,0,0,-2325,43150]	7 4 2
259200.cr1	[0,0,0,-232500,-43150000]	7 4 2
259200.cs1	[0,0,0,361800,247644000]	7 4 2
259200.ct1	[0,0,0,10050,-1146500]	7 4 2
259200.cu1	[0,0,0,-523125,145631250]	7 4 2
259200.cv1	[0,0,0,-83700,-9320400]	7 4 2
259200.cw1	[0,0,0,-2092500,1165050000]	7 4 2
259200.cx1	[0,0,0,-20925,-1165050]	7 4 2
259200.cy1	[0,0,0,90450,30955500]	7 4 2
259200.cz1	[0,0,0,40200,-9172000]	7 4 2
259200.da1	[0,0,0,-9300,345200]	7 4 2
259200.db1	[0,0,0,-58125,-5393750]	7 4 2
259200.dc1	[0,0,0,-2550,50500]	7 4 2
259200.dd1	[0,0,0,-1425,20750]	7 4 2
259200.de1	[0,0,0,-51300,-4482000]	7 4 2
259200.df1	[0,0,0,-91800,-10908000]	7 4 2
259200.dg1	[0,0,0,-750,-12500]	7 4 2
259200.dh1	[0,0,0,-270,-2700]	7 4 2
259200.di1	[0,0,0,-120,800]	7 4 2
259200.dj1	[0,0,0,-27000,2700000]	7 4 2
259200.dk1	[0,0,0,-270,2700]	7 4 2
259200.dl1	[0,0,0,-750,12500]	7 4 2
259200.dm1	[0,0,0,-27000,-2700000]	7 4 2
259200.dn1	[0,0,0,-120,-800]	7 4 2
259200.do1	[0,0,0,-2550,-50500]	7 4 2
259200.dp1	[0,0,0,-1425,-20750]	7 4 2
259200.dq1	[0,0,0,-51300,4482000]	7 4 2
259200.dr1	[0,0,0,-91800,10908000]	7 4 2
259200.ds1	[0,0,0,-2092500,-1165050000]	7 4 2
259200.dt1	[0,0,0,-20925,1165050]	7 4 2
259200.du1	[0,0,0,90450,-30955500]	7 4 2
259200.dv1	[0,0,0,40200,9172000]	7 4 2
259200.dw1	[0,0,0,-9300,-345200]	7 4 2
259200.dx1	[0,0,0,-58125,5393750]	7 4 2
259200.dy1	[0,0,0,-2325,-43150]	7 4 2
259200.dz1	[0,0,0,-232500,43150000]	7 4 2
259200.ea1	[0,0,0,361800,-247644000]	7 4 2
259200.eb1	[0,0,0,10050,1146500]	7 4 2
259200.ec1	[0,0,0,-523125,-145631250]	7 4 2
259200.ed1	[0,0,0,-83700,9320400]	7 4 2
259200.ee1	[0,0,0,-22950,1363500]	7 4 2
259200.ef1	[0,0,0,-12825,560250]	7 4 2
259200.eg1	[0,0,0,-5700,-166000]	7 4 2
259200.eh1	[0,0,0,-10200,-404000]	7 4 2
259200.ei1	[0,0,0,-1080,21600]	7 4 2
259200.ej1	[0,0,0,-3000,100000]	7 4 2
259200.ek1	[0,0,0,-6750,-337500]	7 4 2
259200.el1	[0,0,0,-30,-100]	7 4 2
259200.em1	[0,0,0,-2025,-60750]	7 4 2
259200.en1	[0,0,0,-900,18000]	7 4 2
259200.eo1	[0,0,0,5400,-108000]	7 4 2
259200.ep1	[0,0,0,-27450,1750500]	7 4 2
259200.eq1	[0,0,0,-988200,-378108000]	7 4 2
259200.er1	[0,0,0,150,500]	7 4 2
259200.es1	[0,0,0,1500,-10000]	7 4 2
259200.et1	[0,0,0,15,10]	7 4 2
259200.eu1	[0,0,0,540,-2160]	7 4 2
259200.ev1	[0,0,0,3375,33750]	7 4 2
259200.ew1	[0,0,0,-12825,695250]	7 4 2
259200.ex1	[0,0,0,-5700,-206000]	7 4 2
259200.ey1	[0,0,0,-1425,-25750]	7 4 2
259200.ez1	[0,0,0,-51300,5562000]	7 4 2
259200.fa1	[0,0,0,135,-270]	7 4 2
259200.fb1	[0,0,0,13500,270000]	7 4 2
259200.fc1	[0,0,0,375,-1250]	7 4 2
259200.fd1	[0,0,0,60,80]	7 4 2
259200.fe1	[0,0,0,600,4000]	7 4 2
259200.ff1	[0,0,0,-247050,-47263500]	7 4 2
259200.fg1	[0,0,0,-109800,14004000]	7 4 2
259200.fh1	[0,0,0,1350,-13500]	7 4 2
259200.fi1	[0,0,0,-225,2250]	7 4 2
259200.fj1	[0,0,0,-8100,-486000]	7 4 2
259200.fk1	[0,0,0,-45,-90]	7 4 2
259200.fl1	[0,0,0,-4500,90000]	7 4 2
259200.fm1	[0,0,0,1500,-50000]	7 4 2
259200.fn1	[0,0,0,-34425,-3705750]	7 4 2
259200.fo1	[0,0,0,15,50]	7 4 2
259200.fp1	[0,0,0,540,-10800]	7 4 2
259200.fq1	[0,0,0,-15300,1098000]	7 4 2
259200.fr1	[0,0,0,3375,168750]	7 4 2
259200.fs1	[0,0,0,-10125,-303750]	7 4 2
259200.ft1	[0,0,0,-1620,19440]	7 4 2
259200.fu1	[0,0,0,16200,972000]	7 4 2
259200.fv1	[0,0,0,450,-4500]	7 4 2
259200.fw1	[0,0,0,1800,-36000]	7 4 2
259200.fx1	[0,0,0,4050,121500]	7 4 2
259200.fy1	[0,0,0,-40500,-2430000]	7 4 2
259200.fz1	[0,0,0,-405,2430]	7 4 2
259200.ga1	[0,0,0,135,-1350]	7 4 2
259200.gb1	[0,0,0,-3825,137250]	7 4 2
259200.gc1	[0,0,0,13500,1350000]	7 4 2
259200.gd1	[0,0,0,375,-6250]	7 4 2
259200.ge1	[0,0,0,-137700,-29646000]	7 4 2
259200.gf1	[0,0,0,60,400]	7 4 2
259200.gg1	[0,0,0,-180,-720]	7 4 2
259200.gh1	[0,0,0,-1125,11250]	7 4 2
259200.gi1	[0,0,0,-450,4500]	7 4 2
259200.gj1	[0,0,0,-16200,-972000]	7 4 2
259200.gk1	[0,0,0,-4050,-121500]	7 4 2
259200.gl1	[0,0,0,-1800,36000]	7 4 2
259200.gm1	[0,0,0,-18900,1000080]	7 4 2
259200.gn1	[0,0,0,-118125,-15626250]	7 4 2
259200.go1	[0,0,0,-52500,4630000]	7 4 2
259200.gp1	[0,0,0,-525,-4630]	7 4 2
259200.gq1	[0,0,0,-13125,578750]	7 4 2
259200.gr1	[0,0,0,-2100,-37040]	7 4 2
259200.gs1	[0,0,0,-4725,125010]	7 4 2
259200.gt1	[0,0,0,-472500,-125010000]	7 4 2
311040.a1	[0,0,0,-648,10368]	8 5 1
311040.b1	[0,0,0,-18,-48]	8 5 1
311040.c1	[0,0,0,-20088,1096512]	8 5 1
311040.d1	[0,0,0,-648,41472]	8 5 1
311040.e1	[0,0,0,-18,-192]	8 5 1
311040.f1	[0,0,0,-45198,-3700728]	8 5 1
311040.g1	[0,0,0,-648,6528]	8 5 1
311040.h1	[0,0,0,-1458,-22032]	8 5 1
311040.i1	[0,0,0,-6318,-208008]	8 5 1
311040.j1	[0,0,0,162,648]	8 5 1
311040.k1	[0,0,0,72,-192]	8 5 1
311040.l1	[0,0,0,-2808,61632]	8 5 1
311040.m1	[0,0,0,-6318,208008]	8 5 1
311040.n1	[0,0,0,162,-648]	8 5 1
311040.o1	[0,0,0,72,192]	8 5 1
311040.p1	[0,0,0,-2808,-61632]	8 5 1
311040.q1	[0,0,0,-648,-6528]	8 5 1
311040.r1	[0,0,0,-1458,22032]	8 5 1
311040.s1	[0,0,0,-20088,-1096512]	8 5 1
311040.t1	[0,0,0,-648,-41472]	8 5 1
311040.u1	[0,0,0,-18,192]	8 5 1
311040.v1	[0,0,0,-45198,3700728]	8 5 1
311040.w1	[0,0,0,-648,-10368]	8 5 1
311040.x1	[0,0,0,-18,48]	8 5 1
311040.y1	[0,0,0,-72,-384]	8 5 1
311040.z1	[0,0,0,-162,1296]	8 5 1
311040.ba1	[0,0,0,-702,7704]	8 5 1
311040.bb1	[0,0,0,18,-24]	8 5 1
311040.bc1	[0,0,0,648,5184]	8 5 1
311040.bd1	[0,0,0,-25272,-1664064]	8 5 1
311040.be1	[0,0,0,-5832,-176256]	8 5 1
311040.bf1	[0,0,0,-162,816]	8 5 1
311040.bg1	[0,0,0,-180792,-29605824]	8 5 1
311040.bh1	[0,0,0,-72,-1536]	8 5 1
311040.bi1	[0,0,0,-162,5184]	8 5 1
311040.bj1	[0,0,0,-5022,137064]	8 5 1
311040.bk1	[0,0,0,-180792,29605824]	8 5 1
311040.bl1	[0,0,0,-72,1536]	8 5 1
311040.bm1	[0,0,0,-162,-5184]	8 5 1
311040.bn1	[0,0,0,-5022,-137064]	8 5 1
311040.bo1	[0,0,0,-5832,176256]	8 5 1
311040.bp1	[0,0,0,-162,-816]	8 5 1
311040.bq1	[0,0,0,-702,-7704]	8 5 1
311040.br1	[0,0,0,18,24]	8 5 1
311040.bs1	[0,0,0,648,-5184]	8 5 1
311040.bt1	[0,0,0,-25272,1664064]	8 5 1
311040.bu1	[0,0,0,-72,384]	8 5 1
311040.bv1	[0,0,0,-162,-1296]	8 5 1
388800.a1	[0,0,0,-56700,-5274000]	6 5 2
388800.b1	[0,0,0,-60612300,-154830042000]	6 5 2
388800.b2	[0,0,0,-58092300,-170422122000]	6 5 2
388800.c1	[0,0,0,-1575,-24000]	6 5 2
388800.d1	[0,0,0,-31500,-150000]	6 5 2
388800.e1	[0,0,0,-11340,-32400]	6 5 2
388800.f1	[0,0,0,0,-9720]	6 5 2
388800.f2	[0,0,0,0,360]	6 5 2
388800.g1	[0,0,0,0,-18750]	6 5 2
388800.g2	[0,0,0,0,506250]	6 5 2
388800.h1	[0,0,0,0,-7200]	6 5 2
388800.h2	[0,0,0,0,194400]	6 5 2
388800.i1	[0,0,0,0,-1620000]	6 5 2
388800.i2	[0,0,0,0,60000]	6 5 2
388800.j1	[0,0,0,0,-60750]	6 5 2
388800.j2	[0,0,0,0,2250]	6 5 2
388800.k1	[0,0,0,0,-480]	6 5 2
388800.k2	[0,0,0,0,12960]	6 5 2
388800.l1	[0,0,0,0,-24300000]	6 5 2
388800.l2	[0,0,0,0,900000]	6 5 2
388800.m1	[0,0,0,0,-3000]	6 5 2
388800.m2	[0,0,0,0,81000]	6 5 2
388800.n1	[0,0,0,0,-4050]	6 5 2
388800.n2	[0,0,0,0,150]	6 5 2
388800.o1	[0,0,0,0,-45000]	6 5 2
388800.o2	[0,0,0,0,1215000]	6 5 2
388800.p1	[0,0,0,-283500,4050000]	6 5 2
388800.q1	[0,0,0,-1260,1200]	6 5 2
388800.r1	[0,0,0,-522830700,4601397294000]	6 5 2
388800.r2	[0,0,0,-6734700,5734446000]	6 5 2
388800.s1	[0,0,0,-14175,648000]	6 5 2
388800.t1	[0,0,0,-510300,142398000]	6 5 2
388800.u1	[0,0,0,-1773900,909306000]	6 5 2
388800.u2	[0,0,0,-45900,-1926000]	6 5 2
388800.v1	[0,0,0,4500,-750000]	6 5 2
388800.w1	[0,0,0,1620,-162000]	6 5 2
388800.x1	[0,0,0,-38700,2946000]	6 5 2
388800.x2	[0,0,0,105300,15714000]	6 5 2
388800.y1	[0,0,0,-4884300,4154814000]	6 5 2
388800.z1	[0,0,0,0,-225000]	6 5 2
388800.z2	[0,0,0,0,6075000]	6 5 2
388800.ba1	[0,0,0,0,-20250]	6 5 2
388800.ba2	[0,0,0,0,750]	6 5 2
388800.bb1	[0,0,0,0,-15000]	6 5 2
388800.bb2	[0,0,0,0,405000]	6 5 2
388800.bc1	[0,0,0,0,-2400]	6 5 2
388800.bc2	[0,0,0,0,64800]	6 5 2
388800.bd1	[0,0,0,0,-303750]	6 5 2
388800.bd2	[0,0,0,0,11250]	6 5 2
388800.be1	[0,0,0,0,-90]	6 5 2
388800.be2	[0,0,0,0,2430]	6 5 2
388800.bf1	[0,0,0,0,-8100000]	6 5 2
388800.bf2	[0,0,0,0,300000]	6 5 2
388800.bg1	[0,0,0,0,-36000]	6 5 2
