label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5]
43200.bn1	[0,0,0,-300,-4250]	6 3 2
43200.bo1	[0,0,0,-160950,-24857750]	6 3 2
43200.bp1	[0,0,0,-2700,114750]	6 3 2
43200.bq1	[0,0,0,-1448550,671159250]	6 3 2
43200.br1	[0,0,0,-300,-6000]	6 3 2
43200.bs1	[0,0,0,-67500,17550000]	6 3 2
43200.bt1	[0,0,0,-10800,540000]	6 3 2
43200.bu1	[0,0,0,-300,5200]	6 3 2
43200.bv1	[0,0,0,-2700,918000]	6 3 2
43200.bw1	[0,0,0,-1350,20250]	6 3 2
43200.bx1	[0,0,0,13500,540000]	6 3 2
43200.by1	[0,0,0,60,160]	6 3 2
43200.bz1	[0,0,0,-2700,32400]	6 3 2
43200.ca1	[0,0,0,-7500,150000]	6 3 2
43200.cb1	[0,0,0,-2700,-81000]	6 3 2
43200.cc1	[0,0,0,-2700,-1026000]	6 3 2
43200.cd1	[0,0,0,-1875,-25000]	6 3 2
43200.ce1	[0,0,0,-175500,22410000]	6 3 2
43200.ce2	[0,0,0,-55500,-5030000]	6 3 2
43200.cf1	[0,0,0,-1740,27920]	6 3 2
43200.cg1	[0,0,0,-22140,-1267920]	6 3 2
43200.cg2	[0,0,0,-540,2160]	6 3 2
43200.ch1	[0,0,0,-24300,1998000]	6 3 2
43200.ch2	[0,0,0,191700,-25218000]	6 3 2
43200.ci1	[0,0,0,-61500,-5870000]	6 3 2
43200.ci2	[0,0,0,-1500,10000]	6 3 2
43200.cj1	[0,0,0,-391500,94230000]	6 3 2
43200.ck1	[0,0,0,-2292300,-1336122000]	6 3 2
43200.ck2	[0,0,0,11700,-6458000]	6 3 2
43200.cl1	[0,0,0,-19980,-1086480]	6 3 2
43200.cl2	[0,0,0,-780,6640]	6 3 2
43200.cm1	[0,0,0,-675,-5400]	6 3 2
43200.cn1	[0,0,0,540,-5400]	6 3 2
43200.co1	[0,0,0,-13500,675000]	6 3 2
43200.cp1	[0,0,0,-60,200]	6 3 2
43200.cq1	[0,0,0,1500,-25000]	6 3 2
43200.cr1	[0,0,0,-110700,-22194000]	6 3 2
43200.cs1	[0,0,0,29700,4077000]	6 3 2
43200.ct1	[0,0,0,3300,-151000]	6 3 2
43200.cu1	[0,0,0,-3300,73000]	6 3 2
43200.cu2	[0,0,0,2700,297000]	6 3 2
43200.cv1	[0,0,0,-29700,-1971000]	6 3 2
43200.cv2	[0,0,0,300,-11000]	6 3 2
43200.cw1	[0,0,0,-12300,822000]	6 3 2
43200.cx1	[0,0,0,60,200]	6 3 2
43200.cy1	[0,0,0,-1500,-25000]	6 3 2
43200.cz1	[0,0,0,-540,-5400]	6 3 2
43200.da1	[0,0,0,13500,675000]	6 3 2
43200.db1	[0,0,0,-16875,675000]	6 3 2
43200.dc1	[0,0,0,-499500,135810000]	6 3 2
43200.dc2	[0,0,0,-19500,-830000]	6 3 2
43200.dd1	[0,0,0,-300,38000]	6 3 2
43200.de1	[0,0,0,-15660,-753840]	6 3 2
43200.df1	[0,0,0,-2700,-74000]	6 3 2
43200.df2	[0,0,0,21300,934000]	6 3 2
43200.dg1	[0,0,0,-2460,46960]	6 3 2
43200.dg2	[0,0,0,-60,-80]	6 3 2
43200.dh1	[0,0,0,-553500,158490000]	6 3 2
43200.dh2	[0,0,0,-13500,-270000]	6 3 2
43200.di1	[0,0,0,-43500,-3490000]	6 3 2
43200.dj1	[0,0,0,-7020,-179280]	6 3 2
43200.dj2	[0,0,0,-2220,40240]	6 3 2
43200.dk1	[0,0,0,-75,200]	6 3 2
43200.dl1	[0,0,0,-254700,49486000]	6 3 2
43200.dl2	[0,0,0,105300,174366000]	6 3 2
43200.dm1	[0,0,0,-300,3000]	6 3 2
43200.dn1	[0,0,0,-300,-1200]	6 3 2
43200.do1	[0,0,0,-67500,-4050000]	6 3 2
43200.dp1	[0,0,0,-27000,1755000]	6 3 2
43200.dq1	[0,0,0,-64800,-6372000]	6 3 2
43200.dq2	[0,0,0,151200,-33588000]	6 3 2
43200.dr1	[0,0,0,-120,520]	6 3 2
43200.ds1	[0,0,0,-197100,44658000]	6 3 2
43200.ds2	[0,0,0,-5100,-142000]	6 3 2
43200.ds3	[0,0,0,18900,-702000]	6 3 2
43200.dt1	[0,0,0,-202500,-35100000]	6 3 2
43200.du1	[0,0,0,10800,-324000]	6 3 2
43200.dv1	[0,0,0,-4050,195750]	6 3 2
43200.dw1	[0,0,0,-540,-6480]	6 3 2
43200.dx1	[0,0,0,1350,6750]	6 3 2
43200.dy1	[0,0,0,-1500,-30000]	6 3 2
43200.dz1	[0,0,0,-900,-10400]	6 3 2
43200.ea1	[0,0,0,-1039500,-411210000]	6 3 2
43200.ea2	[0,0,0,40500,-2970000]	6 3 2
43200.eb1	[0,0,0,0,-135000]	6 3 2
43200.eb2	[0,0,0,0,5000]	6 3 2
43200.ec1	[0,0,0,-115500,15230000]	6 3 2
43200.ec2	[0,0,0,4500,110000]	6 3 2
43200.ed1	[0,0,0,-4620,-121840]	6 3 2
43200.ed2	[0,0,0,180,-880]	6 3 2
43200.ee1	[0,0,0,0,-40]	6 3 2
43200.ee2	[0,0,0,0,1080]	6 3 2
43200.ef1	[0,0,0,-41580,3289680]	6 3 2
43200.ef2	[0,0,0,1620,23760]	6 3 2
43200.eg1	[0,0,0,-27000,1707750]	6 3 2
43200.eg2	[0,0,0,-3000,-63250]	6 3 2
43200.eg3	[0,0,0,0,-250]	6 3 2
43200.eg4	[0,0,0,0,6750]	6 3 2
43200.eh1	[0,0,0,-22500,1300000]	6 3 2
43200.ei1	[0,0,0,1200,12000]	6 3 2
43200.ej1	[0,0,0,-450,-7250]	6 3 2
43200.ek1	[0,0,0,-60,240]	6 3 2
43200.el1	[0,0,0,150,-250]	6 3 2
43200.em1	[0,0,0,-13500,810000]	6 3 2
43200.en1	[0,0,0,-8100,280800]	6 3 2
43200.eo1	[0,0,0,-45900,3834000]	6 3 2
43200.eo2	[0,0,0,-21900,-1654000]	6 3 2
43200.eo3	[0,0,0,2100,26000]	6 3 2
43200.ep1	[0,0,0,-3000,-65000]	6 3 2
43200.eq1	[0,0,0,-7200,236000]	6 3 2
43200.eq2	[0,0,0,16800,1244000]	6 3 2
43200.er1	[0,0,0,-1080,-14040]	6 3 2
43200.es1	[0,0,0,-300,-560]	6 3 2
43200.et1	[0,0,0,-2700,-15120]	6 3 2
43200.eu1	[0,0,0,-67500,-1890000]	6 3 2
43200.ev1	[0,0,0,-7500,-70000]	6 3 2
43200.ew1	[0,0,0,-780,8400]	6 3 2
43200.ex1	[0,0,0,-7020,226800]	6 3 2
43200.ey1	[0,0,0,-175500,28350000]	6 3 2
43200.ez1	[0,0,0,-19500,1050000]	6 3 2
43200.fa1	[0,0,0,-750,8750]	6 3 2
43200.fb1	[0,0,0,-6750,236250]	6 3 2
43200.fc1	[0,0,0,-2700,-189000]	6 3 2
43200.fd1	[0,0,0,-300,-7000]	6 3 2
43200.fe1	[0,0,0,-270,1890]	6 3 2
43200.ff1	[0,0,0,-30,70]	6 3 2
43200.fg1	[0,0,0,-750,-8750]	6 3 2
43200.fh1	[0,0,0,-6750,-236250]	6 3 2
43200.fi1	[0,0,0,-2700,189000]	6 3 2
43200.fj1	[0,0,0,-300,7000]	6 3 2
43200.fk1	[0,0,0,-270,-1890]	6 3 2
43200.fl1	[0,0,0,-30,-70]	6 3 2
43200.fm1	[0,0,0,-780,-8400]	6 3 2
43200.fn1	[0,0,0,-7020,-226800]	6 3 2
43200.fo1	[0,0,0,-175500,-28350000]	6 3 2
43200.fp1	[0,0,0,-19500,-1050000]	6 3 2
43200.fq1	[0,0,0,-300,560]	6 3 2
43200.fr1	[0,0,0,-2700,15120]	6 3 2
43200.fs1	[0,0,0,-67500,1890000]	6 3 2
43200.ft1	[0,0,0,-7500,70000]	6 3 2
43200.fu1	[0,0,0,-3000,65000]	6 3 2
43200.fv1	[0,0,0,-7200,-236000]	6 3 2
43200.fv2	[0,0,0,16800,-1244000]	6 3 2
43200.fw1	[0,0,0,-1080,14040]	6 3 2
43200.fx1	[0,0,0,-45900,-3834000]	6 3 2
43200.fx2	[0,0,0,-21900,1654000]	6 3 2
43200.fx3	[0,0,0,2100,-26000]	6 3 2
43200.fy1	[0,0,0,-22500,-1300000]	6 3 2
43200.fz1	[0,0,0,1200,-12000]	6 3 2
43200.ga1	[0,0,0,-450,7250]	6 3 2
43200.gb1	[0,0,0,-60,-240]	6 3 2
43200.gc1	[0,0,0,150,250]	6 3 2
43200.gd1	[0,0,0,-13500,-810000]	6 3 2
43200.ge1	[0,0,0,-8100,-280800]	6 3 2
43200.gf1	[0,0,0,-1039500,411210000]	6 3 2
43200.gf2	[0,0,0,40500,2970000]	6 3 2
43200.gg1	[0,0,0,0,-5000]	6 3 2
43200.gg2	[0,0,0,0,135000]	6 3 2
43200.gh1	[0,0,0,-115500,-15230000]	6 3 2
43200.gh2	[0,0,0,4500,-110000]	6 3 2
43200.gi1	[0,0,0,-4620,121840]	6 3 2
43200.gi2	[0,0,0,180,880]	6 3 2
43200.gj1	[0,0,0,0,-1080]	6 3 2
43200.gj2	[0,0,0,0,40]	6 3 2
43200.gk1	[0,0,0,-41580,-3289680]	6 3 2
43200.gk2	[0,0,0,1620,-23760]	6 3 2
43200.gl1	[0,0,0,-27000,-1707750]	6 3 2
43200.gl2	[0,0,0,-3000,63250]	6 3 2
43200.gl3	[0,0,0,0,-6750]	6 3 2
43200.gl4	[0,0,0,0,250]	6 3 2
43200.gm1	[0,0,0,-202500,35100000]	6 3 2
43200.gn1	[0,0,0,10800,324000]	6 3 2
43200.go1	[0,0,0,-4050,-195750]	6 3 2
43200.gp1	[0,0,0,-540,6480]	6 3 2
43200.gq1	[0,0,0,1350,-6750]	6 3 2
43200.gr1	[0,0,0,-1500,30000]	6 3 2
43200.gs1	[0,0,0,-900,10400]	6 3 2
43200.gt1	[0,0,0,-197100,-44658000]	6 3 2
43200.gt2	[0,0,0,-5100,142000]	6 3 2
43200.gt3	[0,0,0,18900,702000]	6 3 2
43200.gu1	[0,0,0,-27000,-1755000]	6 3 2
43200.gv1	[0,0,0,-64800,6372000]	6 3 2
43200.gv2	[0,0,0,151200,33588000]	6 3 2
43200.gw1	[0,0,0,-120,-520]	6 3 2
43200.gx1	[0,0,0,-300,1200]	6 3 2
43200.gy1	[0,0,0,-67500,4050000]	6 3 2
43200.gz1	[0,0,0,-300,-3000]	6 3 2
43200.ha1	[0,0,0,-499500,-135810000]	6 3 2
43200.ha2	[0,0,0,-19500,830000]	6 3 2
43200.hb1	[0,0,0,-16875,-675000]	6 3 2
43200.hc1	[0,0,0,-300,-38000]	6 3 2
43200.hd1	[0,0,0,-15660,753840]	6 3 2
43200.he1	[0,0,0,-2700,74000]	6 3 2
43200.he2	[0,0,0,21300,-934000]	6 3 2
43200.hf1	[0,0,0,-2460,-46960]	6 3 2
43200.hf2	[0,0,0,-60,80]	6 3 2
43200.hg1	[0,0,0,-553500,-158490000]	6 3 2
43200.hg2	[0,0,0,-13500,270000]	6 3 2
43200.hh1	[0,0,0,-43500,3490000]	6 3 2
43200.hi1	[0,0,0,-75,-200]	6 3 2
43200.hj1	[0,0,0,-7020,179280]	6 3 2
43200.hj2	[0,0,0,-2220,-40240]	6 3 2
43200.hk1	[0,0,0,-254700,-49486000]	6 3 2
43200.hk2	[0,0,0,105300,-174366000]	6 3 2
43200.hl1	[0,0,0,60,-200]	6 3 2
43200.hm1	[0,0,0,-1500,25000]	6 3 2
43200.hn1	[0,0,0,-540,5400]	6 3 2
43200.ho1	[0,0,0,13500,-675000]	6 3 2
43200.hp1	[0,0,0,-12300,-822000]	6 3 2
43200.hq1	[0,0,0,29700,-4077000]	6 3 2
43200.hr1	[0,0,0,3300,151000]	6 3 2
43200.hs1	[0,0,0,-3300,-73000]	6 3 2
43200.hs2	[0,0,0,2700,-297000]	6 3 2
43200.ht1	[0,0,0,-29700,1971000]	6 3 2
43200.ht2	[0,0,0,300,11000]	6 3 2
43200.hu1	[0,0,0,-110700,22194000]	6 3 2
43200.hv1	[0,0,0,540,5400]	6 3 2
43200.hw1	[0,0,0,-13500,-675000]	6 3 2
43200.hx1	[0,0,0,-60,-200]	6 3 2
43200.hy1	[0,0,0,1500,25000]	6 3 2
43200.hz1	[0,0,0,-2700,1026000]	6 3 2
43200.ia1	[0,0,0,-175500,-22410000]	6 3 2
43200.ia2	[0,0,0,-55500,5030000]	6 3 2
43200.ib1	[0,0,0,-1875,25000]	6 3 2
43200.ic1	[0,0,0,-1740,-27920]	6 3 2
43200.id1	[0,0,0,-22140,1267920]	6 3 2
43200.id2	[0,0,0,-540,-2160]	6 3 2
43200.ie1	[0,0,0,-24300,-1998000]	6 3 2
43200.ie2	[0,0,0,191700,25218000]	6 3 2
43200.if1	[0,0,0,-61500,5870000]	6 3 2
43200.if2	[0,0,0,-1500,-10000]	6 3 2
43200.ig1	[0,0,0,-391500,-94230000]	6 3 2
43200.ih1	[0,0,0,-2292300,1336122000]	6 3 2
43200.ih2	[0,0,0,11700,6458000]	6 3 2
43200.ii1	[0,0,0,-675,5400]	6 3 2
43200.ij1	[0,0,0,-19980,1086480]	6 3 2
43200.ij2	[0,0,0,-780,-6640]	6 3 2
43200.ik1	[0,0,0,-2700,81000]	6 3 2
43200.il1	[0,0,0,-2700,-32400]	6 3 2
43200.im1	[0,0,0,-7500,-150000]	6 3 2
43200.in1	[0,0,0,-1350,-20250]	6 3 2
43200.io1	[0,0,0,13500,-540000]	6 3 2
43200.ip1	[0,0,0,60,-160]	6 3 2
43200.iq1	[0,0,0,-2700,-918000]	6 3 2
43200.ir1	[0,0,0,-67500,-17550000]	6 3 2
43200.is1	[0,0,0,-10800,-540000]	6 3 2
43200.it1	[0,0,0,-300,-5200]	6 3 2
43200.iu1	[0,0,0,-300,6000]	6 3 2
43200.iv1	[0,0,0,-2700,-114750]	6 3 2
43200.iw1	[0,0,0,-1448550,-671159250]	6 3 2
43200.ix1	[0,0,0,-300,4250]	6 3 2
43200.iy1	[0,0,0,-160950,24857750]	6 3 2
43200.iz1	[0,0,0,-2700,-162000]	6 3 2
43200.ja1	[0,0,0,-7500,650000]	6 3 2
43200.jb1	[0,0,0,-1200,20000]	6 3 2
43200.jc1	[0,0,0,-2700,140400]	6 3 2
43200.jd1	[0,0,0,-300,34000]	6 3 2
43200.je1	[0,0,0,-150,750]	6 3 2
43200.jf1	[0,0,0,1500,20000]	6 3 2
43200.jg1	[0,0,0,540,4320]	6 3 2
43200.jh1	[0,0,0,-51300,-4563000]	6 3 2
43200.jh2	[0,0,0,2700,-27000]	6 3 2
43200.ji1	[0,0,0,-3375,67500]	6 3 2
43200.jj1	[0,0,0,-3180,-84400]	6 3 2
43200.jk1	[0,0,0,-15,20]	6 3 2
43200.jl1	[0,0,0,-715500,-284850000]	6 3 2
43200.jm1	[0,0,0,-798000,274380000]	6 3 2
43200.jn1	[0,0,0,-287280,59266080]	6 3 2
43200.jo1	[0,0,0,-6547500,-6106050000]	6 3 2
43200.jo2	[0,0,0,-1147500,471150000]	6 3 2
43200.jp1	[0,0,0,-29100,-1809200]	6 3 2
43200.jp2	[0,0,0,-5100,139600]	6 3 2
43200.jq1	[0,0,0,-18300,-993000]	6 3 2
43200.jr1	[0,0,0,40500,-1350000]	6 3 2
43200.js1	[0,0,0,180,-400]	6 3 2
43200.jt1	[0,0,0,0,-4320]	6 3 2
43200.jt2	[0,0,0,0,160]	6 3 2
43200.ju1	[0,0,0,0,-50]	6 3 2
43200.ju2	[0,0,0,0,1350]	6 3 2
43200.jv1	[0,0,0,0,-168750]	6 3 2
43200.jv2	[0,0,0,0,6250]	6 3 2
43200.jw1	[0,0,0,0,-20000]	6 3 2
43200.jw2	[0,0,0,0,540000]	6 3 2
43200.jx1	[0,0,0,4500,50000]	6 3 2
43200.jy1	[0,0,0,1620,10800]	6 3 2
43200.jz1	[0,0,0,-164700,26811000]	6 3 2
43200.ka1	[0,0,0,-727500,226150000]	6 3 2
43200.ka2	[0,0,0,-127500,-17450000]	6 3 2
43200.kb1	[0,0,0,-261900,48848400]	6 3 2
43200.kb2	[0,0,0,-45900,-3769200]	6 3 2
43200.kc1	[0,0,0,-7182000,-7408260000]	6 3 2
43200.kd1	[0,0,0,-31920,-2195040]	6 3 2
43200.ke1	[0,0,0,-28620,2278800]	6 3 2
43200.kf1	[0,0,0,-375,-2500]	6 3 2
43200.kg1	[0,0,0,-79500,10550000]	6 3 2
43200.kh1	[0,0,0,-135,-540]	6 3 2
43200.ki1	[0,0,0,-5700,169000]	6 3 2
43200.ki2	[0,0,0,300,1000]	6 3 2
43200.kj1	[0,0,0,0,-4000]	6 3 2
43200.kj2	[0,0,0,0,108000]	6 3 2
43200.kk1	[0,0,0,0,-5400]	6 3 2
43200.kk2	[0,0,0,0,200]	6 3 2
43200.kl1	[0,0,0,0,-25000]	6 3 2
43200.kl2	[0,0,0,0,675000]	6 3 2
48600.a1	[0,0,0,225,-750]	3 5 2
48600.b1	[0,0,0,-6075,303750]	3 5 2
48600.c1	[0,0,0,2025,20250]	3 5 2
48600.d1	[0,0,0,-675,-11250]	3 5 2
48600.e1	[0,0,0,405,-810]	3 5 2
48600.f1	[0,0,0,-1836675,-773003250]	3 5 2
48600.g1	[0,0,0,-450,4125]	3 5 2
48600.h1	[0,0,0,-4050,-111375]	3 5 2
48600.i1	[0,0,0,-204075,28629750]	3 5 2
48600.j1	[0,0,0,45,30]	3 5 2
48600.k1	[0,0,0,-30375,2126250]	3 5 2
48600.l1	[0,0,0,-1215,17010]	3 5 2
48600.m1	[0,0,0,-4050,99225]	3 5 2
48600.n1	[0,0,0,-900,10500]	3 5 2
48600.o1	[0,0,0,-675,-5250]	3 5 2
48600.p1	[0,0,0,-101250,12403125]	3 5 2
48600.q1	[0,0,0,-450,-3675]	3 5 2
48600.r1	[0,0,0,-8100,-283500]	3 5 2
48600.s1	[0,0,0,-6075,141750]	3 5 2
48600.t1	[0,0,0,-11250,-459375]	3 5 2
48600.u1	[0,0,0,-3375,-78750]	3 5 2
48600.v1	[0,0,0,-135,-630]	3 5 2
48600.w1	[0,0,0,10125,-101250]	3 5 2
48600.x1	[0,0,0,1125,3750]	3 5 2
48600.y1	[0,0,0,-6075,789750]	3 5 2
48600.z1	[0,0,0,-675,-29250]	3 5 2
48600.ba1	[0,0,0,-6075,-20250]	3 5 2
48600.bb1	[0,0,0,-12150,-516375]	3 5 2
48600.bc1	[0,0,0,4050,-232875]	3 5 2
48600.bd1	[0,0,0,-2700,58500]	3 5 2
48600.be1	[0,0,0,-1350,19125]	3 5 2
48600.bf1	[0,0,0,450,8625]	3 5 2
48600.bg1	[0,0,0,-24300,-1579500]	3 5 2
48600.bh1	[0,0,0,-675,750]	3 5 2
48600.bi1	[0,0,0,-14175,659250]	3 5 2
48600.bj1	[0,0,0,-127575,-17799750]	3 5 2
51840.a1	[0,0,0,162,972]	7 4 1
51840.b1	[0,0,0,72,-288]	7 4 1
51840.c1	[0,0,0,-5508,-237168]	7 4 1
51840.d1	[0,0,0,-153,1098]	7 4 1
51840.e1	[0,0,0,-228,-1648]	7 4 1
51840.f1	[0,0,0,-513,5562]	7 4 1
51840.g1	[0,0,0,402,9172]	7 4 1
51840.h1	[0,0,0,14472,-1981152]	7 4 1
51840.i1	[0,0,0,-408,-3232]	7 4 1
51840.j1	[0,0,0,-228,-1328]	7 4 1
51840.k1	[0,0,0,-513,4482]	7 4 1
51840.l1	[0,0,0,-918,10908]	7 4 1
51840.m1	[0,0,0,-408,3232]	7 4 1
51840.n1	[0,0,0,-228,1328]	7 4 1
51840.o1	[0,0,0,-513,-4482]	7 4 1
51840.p1	[0,0,0,-918,-10908]	7 4 1
51840.q1	[0,0,0,402,-9172]	7 4 1
51840.r1	[0,0,0,14472,1981152]	7 4 1
51840.s1	[0,0,0,-228,1648]	7 4 1
51840.t1	[0,0,0,-513,-5562]	7 4 1
51840.u1	[0,0,0,-5508,237168]	7 4 1
51840.v1	[0,0,0,-153,-1098]	7 4 1
51840.w1	[0,0,0,162,-972]	7 4 1
51840.x1	[0,0,0,72,288]	7 4 1
51840.y1	[0,0,0,-612,8784]	7 4 1
51840.z1	[0,0,0,-1377,-29646]	7 4 1
51840.ba1	[0,0,0,18,-36]	7 4 1
51840.bb1	[0,0,0,648,7776]	7 4 1
51840.bc1	[0,0,0,-2052,44496]	7 4 1
51840.bd1	[0,0,0,-57,-206]	7 4 1
51840.be1	[0,0,0,-3672,87264]	7 4 1
51840.bf1	[0,0,0,-2052,35856]	7 4 1
51840.bg1	[0,0,0,-57,-166]	7 4 1
51840.bh1	[0,0,0,-102,-404]	7 4 1
51840.bi1	[0,0,0,1608,73376]	7 4 1
51840.bj1	[0,0,0,3618,-247644]	7 4 1
51840.bk1	[0,0,0,1608,-73376]	7 4 1
51840.bl1	[0,0,0,3618,247644]	7 4 1
51840.bm1	[0,0,0,-3672,-87264]	7 4 1
51840.bn1	[0,0,0,-2052,-35856]	7 4 1
51840.bo1	[0,0,0,-57,166]	7 4 1
51840.bp1	[0,0,0,-102,404]	7 4 1
51840.bq1	[0,0,0,-2052,-44496]	7 4 1
51840.br1	[0,0,0,-57,206]	7 4 1
51840.bs1	[0,0,0,18,36]	7 4 1
51840.bt1	[0,0,0,648,-7776]	7 4 1
51840.bu1	[0,0,0,-612,-8784]	7 4 1
51840.bv1	[0,0,0,-1377,29646]	7 4 1
57600.a1	[0,0,0,-10200,-344000]	8 2 2
57600.a2	[0,0,0,1050,-29000]	8 2 2
57600.b1	[0,0,0,-21000,1168000]	8 2 2
57600.b2	[0,0,0,-750,34000]	8 2 2
57600.c1	[0,0,0,-750,20000]	8 2 2
57600.d1	[0,0,0,-120,-1280]	8 2 2
57600.e1	[0,0,0,-16200,216000]	8 2 2
57600.e2	[0,0,0,-9450,-351000]	8 2 2
57600.f1	[0,0,0,-4200,104000]	8 2 2
57600.f2	[0,0,0,-450,-1000]	8 2 2
57600.g1	[0,0,0,-178200,28944000]	8 2 2
57600.g2	[0,0,0,-9450,594000]	8 2 2
57600.h1	[0,0,0,-44550,3618000]	8 2 2
57600.h2	[0,0,0,-37800,4752000]	8 2 2
57600.i1	[0,0,0,-19800,-1072000]	8 2 2
57600.i2	[0,0,0,-1050,-22000]	8 2 2
57600.j1	[0,0,0,-4950,-134000]	8 2 2
57600.j2	[0,0,0,-4200,-176000]	8 2 2
57600.k1	[0,0,0,-1800,-8000]	8 2 2
57600.k2	[0,0,0,-1050,13000]	8 2 2
57600.l1	[0,0,0,-37800,-2808000]	8 2 2
57600.l2	[0,0,0,-4050,27000]	8 2 2
57600.m1	[0,0,0,-3000,160000]	8 2 2
57600.n1	[0,0,0,-30,-160]	8 2 2
57600.o1	[0,0,0,-5250,146000]	8 2 2
57600.o2	[0,0,0,-3000,272000]	8 2 2
57600.p1	[0,0,0,-2550,-43000]	8 2 2
57600.p2	[0,0,0,4200,-232000]	8 2 2
57600.q1	[0,0,0,-67800,-6752000]	8 2 2
57600.q2	[0,0,0,-7050,52000]	8 2 2
57600.r1	[0,0,0,-570,5240]	8 2 2
57600.r2	[0,0,0,3750,-25000]	8 2 2
57600.s1	[0,0,0,-57000,-5240000]	8 2 2
57600.s2	[0,0,0,600,1600]	8 2 2
57600.t1	[0,0,0,-12450,241000]	8 2 2
57600.t2	[0,0,0,43800,1816000]	8 2 2
57600.u1	[0,0,0,-5323800,4724912000]	8 2 2
57600.u2	[0,0,0,-403050,40358000]	8 2 2
57600.v1	[0,0,0,-39000,-200000]	8 2 2
57600.v2	[0,0,0,-27750,-1775000]	8 2 2
57600.w1	[0,0,0,-13800,-592000]	8 2 2
57600.w2	[0,0,0,-2550,38000]	8 2 2
57600.x1	[0,0,0,-4440,113600]	8 2 2
57600.x2	[0,0,0,-390,200]	8 2 2
57600.y1	[0,0,0,-82200,6464000]	8 2 2
57600.y2	[0,0,0,-75450,7976000]	8 2 2
57600.z1	[0,0,0,-145650,21395000]	8 2 2
57600.z2	[0,0,0,-143400,22088000]	8 2 2
57600.z3	[0,0,0,-1650,-25000]	8 2 2
57600.z4	[0,0,0,600,-88000]	8 2 2
57600.ba1	[0,0,0,-582600,171160000]	8 2 2
57600.ba2	[0,0,0,-35850,2761000]	8 2 2
57600.ba3	[0,0,0,-6600,-200000]	8 2 2
57600.ba4	[0,0,0,150,-11000]	8 2 2
57600.bb1	[0,0,0,-1612200,322864000]	8 2 2
57600.bb2	[0,0,0,-1330950,590614000]	8 2 2
57600.bc1	[0,0,0,-111000,-14200000]	8 2 2
57600.bc2	[0,0,0,-9750,-25000]	8 2 2
57600.bd1	[0,0,0,-10200,304000]	8 2 2
57600.bd2	[0,0,0,-3450,-74000]	8 2 2
57600.be1	[0,0,0,-301800,63808000]	8 2 2
57600.be2	[0,0,0,-20550,808000]	8 2 2
57600.bf1	[0,0,0,-1560,1600]	8 2 2
57600.bf2	[0,0,0,-1110,14200]	8 2 2
57600.bg1	[0,0,0,-49800,1928000]	8 2 2
57600.bg2	[0,0,0,10950,227000]	8 2 2
57600.bh1	[0,0,0,-2280,41920]	8 2 2
57600.bh2	[0,0,0,15000,-200000]	8 2 2
57600.bi1	[0,0,0,-14250,-655000]	8 2 2
57600.bi2	[0,0,0,150,200]	8 2 2
57600.bj1	[0,0,0,-28200,416000]	8 2 2
57600.bj2	[0,0,0,-16950,-844000]	8 2 2
57600.bk1	[0,0,0,-3000,-56000]	8 2 2
57600.bk2	[0,0,0,-750,7000]	8 2 2
57600.bl1	[0,0,0,-90,0]	8 2 2
57600.bl2	[0,0,0,360,0]	8 2 2
57600.bm1	[0,0,0,-270,0]	8 2 2
57600.bm2	[0,0,0,1080,0]	8 2 2
57600.bn1	[0,0,0,-3000,0]	8 2 2
57600.bn2	[0,0,0,750,0]	8 2 2
57600.bo1	[0,0,0,-283800,57512000]	8 2 2
57600.bo2	[0,0,0,-2550,2387000]	8 2 2
57600.bp1	[0,0,0,-283800,-57512000]	8 2 2
57600.bp2	[0,0,0,-2550,-2387000]	8 2 2
57600.bq1	[0,0,0,-27000,0]	8 2 2
57600.bq2	[0,0,0,6750,0]	8 2 2
57600.br1	[0,0,0,-30,0]	8 2 2
57600.br2	[0,0,0,120,0]	8 2 2
57600.bs1	[0,0,0,-9000,0]	8 2 2
57600.bs2	[0,0,0,2250,0]	8 2 2
57600.bt1	[0,0,0,-600,0]	8 2 2
57600.bt2	[0,0,0,150,0]	8 2 2
57600.bu1	[0,0,0,-1800,0]	8 2 2
57600.bu2	[0,0,0,450,0]	8 2 2
57600.bv1	[0,0,0,-5400,0]	8 2 2
57600.bv2	[0,0,0,1350,0]	8 2 2
57600.bw1	[0,0,0,-150,0]	8 2 2
57600.bw2	[0,0,0,600,0]	8 2 2
57600.bx1	[0,0,0,-450,0]	8 2 2
57600.bx2	[0,0,0,1800,0]	8 2 2
57600.by1	[0,0,0,-1350,0]	8 2 2
57600.by2	[0,0,0,5400,0]	8 2 2
57600.bz1	[0,0,0,-360,0]	8 2 2
57600.bz2	[0,0,0,90,0]	8 2 2
57600.ca1	[0,0,0,-1080,0]	8 2 2
57600.ca2	[0,0,0,270,0]	8 2 2
57600.cb1	[0,0,0,-750,0]	8 2 2
57600.cb2	[0,0,0,3000,0]	8 2 2
57600.cc1	[0,0,0,-70950,-7189000]	8 2 2
57600.cc2	[0,0,0,-10200,-19096000]	8 2 2
57600.cd1	[0,0,0,-70950,7189000]	8 2 2
57600.cd2	[0,0,0,-10200,19096000]	8 2 2
57600.ce1	[0,0,0,-6750,0]	8 2 2
57600.ce2	[0,0,0,27000,0]	8 2 2
57600.cf1	[0,0,0,-120,0]	8 2 2
57600.cf2	[0,0,0,30,0]	8 2 2
